date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:05	145612/145612	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-238cc%22	https://rsms.me/inter/font-files/Inter-BlackItalic.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-BlackItalic57a3.woff	(from https://rsms.me/inter/inter.css)
15:37:05	20652/20652	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-50ac%22	https://rsms.me/inter/font-files/Inter-italic.symbols.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-italic.symbols.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:06	37348/37348	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-91e4%22	https://rsms.me/inter/font-files/Inter-italic.cyrillic.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-italic.cyrillic.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:06	31332/31332	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-7a64%22	https://rsms.me/inter/font-files/Inter-italic.greek.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-italic.greek.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:07	9780/9780	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-2634%22	https://rsms.me/inter/font-files/Inter-italic.vietnamese.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-italic.vietnamese.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:08	56108/56108	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-db2c%22	https://rsms.me/inter/font-files/Inter-italic.latin.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-italic.latin.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:08	66708/66708	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-10494%22	https://rsms.me/inter/font-files/Inter-italic.latin-ext.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-italic.latin-ext.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:08	30660/30660	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-77c4%22	https://rsms.me/inter/font-files/Inter-roman.extra.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-roman.extra.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:08	30660/30660	---M--	200	added ('OK')	font/woff2	etag:%225f453f00-77c4%22	https://rsms.me/inter/font-files/Inter-roman.alternates.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-roman.alternates.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:09	18340/18340	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-47a4%22	https://rsms.me/inter/font-files/Inter-roman.symbols.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-roman.symbols.var57a3.woff2	(from https://rsms.me/inter/inter.css)
